code_nsf,code_scolarite,sigle_type_formation,libelle_type_formation,libelle_formation_principal,sigle_formation,duree,niveau_de_sortie_indicatif,code_rncp,niveau_de_certification,libelle_niveau_de_certification,tutelle,url_et_id_onisep,domainesous-domaine
335,44633512,BPJEPS,"brevet professionnel de la jeunesse, de l'éducation populaire et du sport",BPJEPS spécialité animateur mention animation sociale,,1 an,bac ou équivalent,28557,4,niveau 4,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.5221,"santé, social, sport/travail social"
312,,,formation d'école spécialisée,MBA management RH à l'international,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9772,"gestion des entreprises, comptabilité/ressources humaines"
110,,CPC,cycle préparatoire commun,cycle préparatoire de Bordeaux (CPBx),CPBx,2 ans,bac + 2,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.3936,"agriculture, animaux/agriculture (généralités) | matières premières, fabrication, industries/agroalimentaire | sciences/biologie | sciences/chimie | sciences/mathématiques | sciences/physique"
233,46T23301,TP,titre professionnel,TP chef d'équipe en aménagement finitions,,1 an,bac ou équivalent,38751,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.10464,"construction, architecture, travaux publics/finition | construction, architecture, travaux publics/génie civil, construction (généralités)"
310,,MSc,Master of Science,MSc Aerospace Management,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.833,"gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/aéronautique"
128,1351282A,,master,master mention science politique,,2 ans,bac + 5,38175,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.9599,"économie, droit, politique/sciences politiques"
326,,,master,master mention informatique fondamentale et appliquée,,2 ans,bac + 5,,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.6655,"informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique | informatique, Internet/informatique pour la recherche | informatique, Internet/systèmes et réseaux"
254,45025411,BP,brevet professionnel,BP métallier,,2 ans,bac ou équivalent,38727,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.516,"construction, architecture, travaux publics/génie civil, construction (généralités) | mécanique/travail des métaux"
311,46T31101,TP,titre professionnel,TP technicien en logistique d'entreposage,,1 an,bac ou équivalent,36237,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.7746,"logistique, transport/logistique"
312 | 313 | 310 | 128,16531204,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,diplôme du programme grande école de l'EDHEC,,3 ans,bac + 5,35818,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.1246,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
326,16X32634,,formation d'école spécialisée,expert en informatique et système d'information (3W Academy),,2 ans,bac + 5,36286,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7648,"informatique, Internet/développement, programmation, logiciel | information-communication, audiovisuel/multimédia"
,,CPI,cycle préparatoire intégré,"cycle préparatoire intégré UniLaSalle Beauvais - cycle pré-ingénieur en sciences de la Terre, du vivant et de l'environnement",UniLaSalle,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9886,"agriculture, animaux/agriculture (généralités) | matières premières, fabrication, industries/agroalimentaire | environnement, énergies, propreté/environnement (généralités) | sciences/sciences de la Terre"
323,,,formation d'école spécialisée,diplôme de l'École nationale supérieure des métiers de l'image et du son (FEMIS) spécialité production,,4 ans,bac + 5,,1,niveau 7,Ministère de la Culture et de la communication,https://www.onisep.fr/http/redirection/formation/slug/FOR.5835,"information-communication, audiovisuel/audiovisuel"
310,16X31051,,formation d'école spécialisée,ingénieur d'affaires,,2 ans,bac + 5,35760,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7326,"gestion des entreprises, comptabilité/administration de l'entreprise"
133,26U13301,DUMI,diplôme universitaire de musicien intervenant,musicien intervenant,DUMI,2 ans,bac + 3,36880,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.8179,"arts, culture, artisanat/arts du spectacle | lettres, langues, enseignement/enseignement"
232,46C23201,,formation d'école spécialisée,chef d'équipe en construction durable,,2 ans,bac ou équivalent,38279,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9570,"construction, architecture, travaux publics/charpente, couverture | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/équipement technique | construction, architecture, travaux publics/génie civil, construction (généralités)"
254,40025413,,baccalauréat professionnel,bac pro construction et aménagement de véhicules,CAV,3 ans,bac ou équivalent,40012,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.10017,"mécanique/automobile | matières premières, fabrication, industries/métallurgie, sidérurgie | mécanique/travail des métaux"
234,32123412,DMA,diplôme des métiers d'art,DMA facture instrumentale option guitare,,2 ans,bac + 2,6899,3,niveau 5,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6146,"arts, culture, artisanat/artisanat d'art"
326,46125509,CS (ex MC),certificat de spécialisation (ex MC),CS (ex MC) cybersécurité,,1 an,bac + 1,37488,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8513,"informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique | informatique, Internet/systèmes et réseaux | électricité, électronique, robotique/télécommunications"
,,,licence,licence mention sciences de la Terre et sciences physiques (double diplôme licence - DU),,3 ans,bac + 3,,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6735,sciences/physique | sciences/sciences de la Terre
133,,,formation d'école spécialisée,cycle préparatoire à l'enseignement supérieur - filière des conservatoires,CPES,3 ans,bac ou équivalent,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3271,"arts, culture, artisanat/arts du spectacle"
333,,,préparation à l'agrégation,préparation à l'agrégation de géographie,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1696,"lettres, langues, enseignement/enseignement | histoire-géographie, psychologie, sociologie/géographie"
128,,,formation d'école spécialisée,programme de 5e année carrières juridiques et prépa barreau,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10536,"économie, droit, politique/droit (généralités)"
343,16X22101,mastère spé.,mastère spécialisé,"mastère spé. management des risques sanitaires, alimentaires et environnementaux",ALISéE,1 an,bac + 6,36657,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.808,"environnement, énergies, propreté/déchets, pollutions et risques | armée, sécurité/sécurité, prévention"
326,16X32694,,formation d'école spécialisée,architecte de systèmes d'information,,3 ans,bac + 5,38114,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9386,"informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information"
326,16X3260C,,formation d'école spécialisée,expert en architecture et développement logiciel,,2 ans,bac + 5,38822,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10102,"informatique, Internet/systèmes et réseaux"
,,DU,diplôme d'université,DU musicothérapie,,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9784,"arts, culture, artisanat/arts du spectacle | santé, social, sport/santé (généralités)"
323,,,formation d'école spécialisée,écriture de scénario - court métrage,,1 an,autre formation,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.6880,"information-communication, audiovisuel/audiovisuel"
200 | 110,17020036,,diplôme d'ingénieur,diplôme d'ingénieur du CNAM spécialité instrumentation en partenariat avec l'ITII Ile-de-France,EICnam,3 ans,bac + 5,39081,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10644,"mécanique/automatismes | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/études et développement | sciences/physique"
134,,,formation d'école spécialisée,réalisateur de série,,1 an,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7805,"information-communication, audiovisuel/audiovisuel"
326,,DU,diplôme d'université,DU Master of Science Data Science and Artificial Intelligence,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3775,"informatique, Internet/bases de données | information-communication, audiovisuel/technologies de l'information"
110,,CPGE,classe préparatoire scientifique et technologique,"classe préparatoire technologie, physique et chimie (TPC), 1re année",,1 an,bac + 1,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.1335,sciences/chimie | sciences/physique
200 | 220 | 110,17020059,,diplôme d'ingénieur,diplôme d'ingénieur de l'Institut catholique d'arts et métiers en partenariat avec l'ITII Ile-de-France,ICAM,3 ans,bac + 5,39299,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10411,"mécanique/automatismes | électricité, électronique, robotique/électrotechnique | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/génie industriel | mécanique/mécanique (généralités) | information-communication, audiovisuel/technologies de l'information"
,,CPI,cycle préparatoire intégré,cycle préparatoire intégré de l'Institut Agro Dijon,Institut Agro,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9034,"agriculture, animaux/agriculture (généralités) | matières premières, fabrication, industries/agroalimentaire"
221,,mastère spé.,mastère spécialisé,mastère spé. management des entreprises du vivant et de l'agroalimentaire (emlyon - Institut Agro Montpellier),,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2373,"gestion des entreprises, comptabilité/administration de l'entreprise | matières premières, fabrication, industries/agroalimentaire | banque, assurances, immobilier/finances | matières premières, fabrication, industries/génie industriel | commerce, marketing, vente/marketing, vente | armée, sécurité/sécurité, prévention"
